50	102
59	 19
14	 94
43	  9
47	 13
61	 97
45	115
54	124
42	 28
52	 42
65	 83
37	 19
 6	 64
35	 79
66	 70
23	113
45	 67
64	 12
45	 19
10	 48
29	 15
26	122
66	 22
62	 54
55	 55
24	 62
24	 26
51	 27
10	 52
37	 15
44	 94
42	 96
14	 88
31	115
47	 69
36	106
53	 79
44	 56
53	101
21	111
16	 24
13	 69
49	 17
33	 51
26	  0
34	 58
14	 86
26	 94
35	115
55	 31
 6	 90
47	 33
28	 42
61	 37
29	 25
51	 93
 9	 65
45	 21
 6	 34
59	 31
15	 67
29	 31
49	113
27	 99
64	 52
36	 24
 6	 92
14	 30
15	 39
56	 14
57	113
40	 96
 8	 70
24	 70
46	 92
12	 64
62	 82
36	118
54	 68
16	 92
58	  8
53	 73
15	 53
24	 76
20	104
 8	 22
23	 65
54	 94
50	 92
47	 39
48	 42
24	 40
 9	 83
36	 74
22	 10
47	113
55	 61
38	 44
60	 92
12	 92
11	 27
35	 93
53	 41
51	127
16	 66
20	 66
 3	 89
 7	 49
18	 18
29	 27
14	 20
 5	 49
22	124
20	126
13	 25
60	 54
36	 68
27	 27
35	 77
39	 29
36	 80
59	109
59	 39
26	 90
59	 73
53	 69
49	107
65	 23
19	125
 9	 97
57	 35
50	 68
35	 73
57	 81
 3	 57
28	 48
39	109
27	 87
42	118
24	 38
30	 46
63	 21
26	 92
60	 26
25	 81
44	 92
19	 47
33	 31
45	101
21	125
41	 25
62	 48
28	 10
44	104
49	 27
52	 80
57	 85
18	104
46	 34
 5	 61
36	 30
52	 38
 5	 71
52	122
23	 19
52	 46
48	 86
19	111
57	 57
25	  7
 8	 42
49	109
27	101
36	 22
54	 98
13	 47
 8	 26
39	 79
42	114
 8	 60
52	 16
26	110
38	 10
32	 92
51	 15
 4	 94
48	 30
44	 78
23	 47
15	 21
23	 93
25	101
25	 59
19	 97
30	 16
19	 35
55	 27
66	 32
40	 50
58	 66
51	 63
23	 91
63	  9
66	 58
49	 63
45	 83
13	 91
11	 67
64	 16
63	 97
50	 82
44	 84
 7	103
32	 72
22	 30
30	 26
37	  1
49	 75
29	 37
61	 87
 4	106
44	 76
42	 20
36	 32
 2	 62
57	 31
51	 97
31	  9
28	 82
43	123
24	 56
44	 90
14	 64
60	 16
31	117
24	 50
19	 39
65	 17
25	 43
41	111
31	 71
 7	 71
27	 71
58	110
17	 17
52	 48
59	115
52	 24
 7	 57
10	 58
59	 99
10	 80
53	 87
51	 39
38	  0
46	 14
19	119
59	  9
21	 63
32	 12
55	 57
42	102
42	 62
41	 37
45	 81
 9	 75
 4	 74
40	104
51	 61
 3	 67
20	110
53	 49
17	 49
56	 78
 7	 81
30	 54
41	107
23	121
48	 76
38	  4
 4	 72
 9	103
48	 94
38	 56
44	 12
42	 42
30	 86
25	 25
37	 37
60	100
61	 29
57	 65
38	100
42	 48
58	 54
12	 20
56	 40
48	 84
21	115
13	 65
16	126
 6	 80
 9	 53
57	 11
61	 67
28	 66
54	120
36	 92
51	 79
44	106
46	 98
59	 15
 4	100
61	 39
 5	 65
50	 30
32	 30
41	113
55	107
34	112
65	 15
46	 18
32	 24
64	 34
 8	 34
 9	 81
50	 18
57	 13
28	104
22	 80
25	 63
36	102
37	 43
10	 70
63	 47
25	109
56	102
33	 61
17	 73
 3	 71
43	 71
49	 59
41	 31
34	 62
29	  5
28	100
39	 13
15	 27
61	 75
18	108
57	 79
52	 60
53	 55
49	 77
61	 11
47	 25
24	118
10	 66
33	 67
41	 97
17	 63
41	 69
39	 39
19	 13
 8	 54
33	113
60	 44
14	 68
 8	 98
63	 17
25	 41
60	 56
50	104
38	108
53	113
64	 22
14	 74
59	 41
 7	 33
60	 86
25	 69
 9	 43
63	 29
47	 17
32	104
21	123
57	 69
48	 70
18	 10
49	 23
36	 78
27	  1
42	 78
 8	 84
36	126
36	 70
57	 93
47	 83
 4	 80
16	 70
37	119
53	  9
30	 78
27	 39
10	 36
33	 55
30	 64
13	 31
 3	 59
11	 95
58	 78
14	 32
36	 90
38	 52
46	 90
51	 81
61	 85
27	 75
31	127
42	 72
 4	 56
29	 49
44	 10
52	108
32	106
28	 62
39	 11
61	 13
56	120
53	115
44	124
61	  9
27	 73
52	 14
42	 44
64	 78
48	 28
37	 11
32	 98
17	 23
22	 12
 7	 47
51	  9
22	 28
49	 65
26	 56
51	111
41	 17
49	 97
53	 33
 8	102
28	 46
63	 45
26	 88
58	 34
40	 18
29	 19
58	112
16	 64
24	 28
10	 16
51	101
48	106
28	122
 6	 98
32	 44
40	 38
15	 35
46	 82
64	 72
21	 97
29	 75
21	 55
14	 98
34	106
58	 24
36	 54
53	 13
60	 72
41	 93
56	 20
27	 65
34	 20
53	 81
31	 35
64	 68
56	 58
51	 95
53	 19
22	 52
64	 58
63	 89
23	 81
42	 26
64	 26
61	 49
15	 65
41	121
17	103
57	117
37	  3
50	 22
50	 14
21	 15
51	 37
17	 59
25	 55
57	 55
24	 92
40	122
 8	 96
62	 62
50	 12
13	 37
66	 66
18	116
 8	 24
 6	 36
45	 71
 2	 92
61	 33
64	 86
21	 99
16	 74
57	109
52	 86
38	 76
18	 88
39	107
41	 45
20	 84
54	 28
 5	 47
41	 23
61	 65
43	 85
16	 38
43	 45
18	 98
24	122
26	126
52	 98
53	 65
46	 96
48	 16
30	120
57	115
26	 86
59	 49
49	 99
28	 38
15	 55
45	 25
62	 88
58	122
59	 17
26	 30
50	 42
24	 18
13	 89
36	110
55	 53
29	113
 8	 74
44	 20
17	 45
35	 65
37	 97
65	 33
34	 92
29	 11
30	 88
33	 63
13	 41
12	 76
63	 35
35	 31
35	109
38	124
46	 20
26	104
64	 56
37	 17
43	115
22	 74
41	 67
 5	 91
16	 60
29	109
35	 11
25	 79
 6	 88
56	 88
 2	 72
 4	102
16	 98
13	 51
25	 33
64	 48
58	 26
58	 52
41	 47
48	 90
55	 99
 6	 30
16	 28
42	100
17	 93
24	124
38	 90
25	 39
47	 23
40	112
65	 81
57	 91
51	 29
29	111
54	 30
18	 20
24	 66
44	102
21	121
44	 52
66	 28
35	 87
29	103
 8	 88
59	 89
45	 49
33	 87
52	 96
46	 42
61	 91
41	 89
24	 94
62	 86
40	 12
47	  9
17	 95
21	 23
40	 44
16	 80
51	 25
24	  8
26	 14
15	 89
20	  8
30	 50
43	 65
13	 19
10	 26
65	 63
16	 18
25	121
12	 62
58	 74
48	102
47	 31
47	 61
57	107
34	 50
 5	 85
38	 28
35	 81
25	 75
50	 72
27	103
36	108
46	 52
16	 16
47	 63
18	 30
61	 77
64	 64
56	 72
35	 29
 4	 60
 9	 55
58	 64
37	123
40	 78
56	 22
22	 82
33	 11
55	 77
47	 93
63	 63
59	105
21	 61
 9	 25
58	 84
30	 10
28	 92
33	 45
26	 48
27	 93
62	 98
18	 14
16	 10
 5	103
43	 33
25	 97
21	 71
28	 64
 7	 67
41	 57
38	102
58	 68
54	 74
63	 11
37	105
38	110
58	 92
19	 87
35	 61
35	 97
44	 40
51	 77
11	 59
18	 32
31	 55
47	107
49	 33
33	 65
61	 19
20	 82
46	 36
21	 67
44	 42
57	 87
49	 15
33	127
 8	 94
23	 87
39	 59
25	 37
43	 27
62	 72
 5	 83
50	 52
40	 46
62	 14
44	 48
38	 26
45	 47
 6	 44
48	126
43	 63
23	 61
25	 57
45	105
23	111
35	125
52	 76
20	 96
34	  8
29	  3
63	 23
58	 98
10	 94
55	 67
60	108
16	 72
48	116
63	 41
16	 12
29	101
61	 69
26	 76
15	 57
26	 44
30	108
26	120
22	 46
16	 58
52	 30
63	 43
48	 88
25	 35
42	120
16	 54
44	 50
59	 11
27	 45
25	 65
 4	 52
43	 91
31	 75
19	 83
35	 71
48	104
21	 29
60	 76
56	112
53	  7
38	120
36	 66
19	 79
27	 61
64	 18
33	  9
34	124
 9	 93
 4	 88
61	 31
45	 91
64	 24
45	 85
32	112
46	 22
23	 57
47	 71
 5	 59
15	 29
34	 14
65	 47
33	125
 2	104
43	 59
22	 66
23	 79
14	 66
11	 87
50	108
48	118
19	121
40	 30
18	 44
22	100
25	105
19	 49
37	 71
18	 78
33	115
 7	 61
21	 53
59	 37
58	100
56	 68
20	 98
27	 25
46	 60
61	 89
26	 24
23	 39
10	 24
36	 26
42	110
11	 51
 6	 86
 9	 87
31	 49
20	114
 8	 72
12	 22
52	  8
33	 99
64	 84
51	 99
35	 43
54	102
12	 52
25	  3
35	103
15	 85
53	123
14	 52
30	 38
31	111
14	 78
55	 35
53	 31
40	 84
19	 71
36	  0
47	 47
30	 40
 4	 78
12	 84
11	 75
45	111
56	 30
46	124
44	 24
45	 53
22	116
13	 67
32	120
 1	 93
61	103
25	123
20	 50
18	 38
55	113
15	 79
 4	 86
18	 46
59	 55
 9	 41
30	126
46	 74
45	 89
32	 38
18	 66
54	 72
40	 68
34	110
 6	 54
40	 94
26	 74
44	120
40	 10
 5	105
54	 40
12	 88
14	 24
29	119
54	 82
 9	 91
28	 86
 6	 56
37	115
29	 65
37	 63
42	 50
55	103
47	115
25	 27
33	 89
 5	 89
64	 20
31	 59
20	 60
57	 97
62	 60
60	112
54	114
47	 73
60	 38
57	 75
38	 64
10	 18
18	 90
44	108
40	  8
60	 22
11	 61
35	105
17	 43
20	 86
53	 39
56	 80
50	 16
 8	 40
10	 84
27	 59
 9	 67
